item_uid,category,recent,k,key,model,temp,n_trials,nci,entropy_bits,accuracy,modal_answer,modal_correct
114_2025-AM-75,EthicalLegal,Y,4,B,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,0.0,D,0
114_2025-PM-29,EthicalLegal,Y,4,C,gpt-4o,0.0,30,1.0,-0.0,1.0,C,1
114_2025-AM-75,EthicalLegal,Y,4,B,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,B,1
114_2025-PM-29,EthicalLegal,Y,4,C,gpt-4o,0.5,30,1.0,-0.0,1.0,C,1
114_2025-AM-75,EthicalLegal,Y,4,B,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,0.0,D,0
114_2025-AM-75,EthicalLegal,Y,4,B,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,B,1
114_2025-AM-75,EthicalLegal,Y,4,B,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,B,1
114_2025-PM-29,EthicalLegal,Y,4,C,gpt-4o,1.5,30,1.0,-0.0,1.0,C,1
114_2025-PM-29,EthicalLegal,Y,4,C,gpt-4o,1.0,30,1.0,-0.0,1.0,C,1
113_2024-AM-53,EthicalLegal,Y,4,D,gpt-4o,0.0,30,1.0,-0.0,1.0,D,1
114_2025-PM-29,EthicalLegal,Y,4,C,claude-opus-4.5,0.5,30,1.0,-0.0,0.0,A,0
114_2025-PM-29,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,C,1
114_2025-PM-29,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,C,1
114_2025-PM-29,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,C,1
114_2025-PM-29,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,C,1
114_2025-PM-29,EthicalLegal,Y,4,C,claude-opus-4.5,1.0,30,1.0,-0.0,0.0,A,0
113_2024-AM-53,EthicalLegal,Y,4,D,gpt-4o,0.5,30,1.0,-0.0,1.0,D,1
113_2024-AM-53,EthicalLegal,Y,4,D,gpt-4o,1.5,30,1.0,-0.0,1.0,D,1
113_2024-AM-53,EthicalLegal,Y,4,D,gpt-4o,1.0,30,1.0,-0.0,1.0,D,1
113_2024-AM-53,EthicalLegal,Y,4,D,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,D,1
113_2024-AM-53,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,D,1
113_2024-AM-53,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,D,1
113_2024-AM-53,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,D,1
113_2024-AM-53,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,D,1
113_2024-AM-53,EthicalLegal,Y,4,D,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,D,1
113_2024-AM-53,EthicalLegal,Y,4,D,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,D,1
113_2024-AM-58,EthicalLegal,Y,4,D,gpt-4o,0.0,30,0.7655,0.469,0.9,D,1
113_2024-AM-58,EthicalLegal,Y,4,D,gpt-4o,1.0,30,0.5145,0.971,0.6,D,1
113_2024-AM-58,EthicalLegal,Y,4,D,gpt-4o,1.5,30,0.5016,0.9968,0.4667,A,0
113_2024-AM-58,EthicalLegal,Y,4,D,gpt-4o,0.5,30,0.5064,0.9871,0.5667,D,1
113_2024-AM-58,EthicalLegal,Y,4,D,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,D,1
113_2024-AM-58,EthicalLegal,Y,4,D,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,D,1
113_2024-AM-58,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,1.0,30,0.7167,0.5665,0.8667,D,1
113_2024-AM-58,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,D,1
113_2024-AM-58,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,D,1
113_2024-AM-58,EthicalLegal,Y,4,D,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,D,1
113_2024-AM-58,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,1.5,30,0.6081,0.7838,0.7667,D,1
113_2024-AM-60,EthicalLegal,Y,4,C,gpt-4o,1.0,30,1.0,-0.0,1.0,C,1
113_2024-AM-60,EthicalLegal,Y,4,C,gpt-4o,1.5,30,1.0,-0.0,1.0,C,1
113_2024-AM-60,EthicalLegal,Y,4,C,gpt-4o,0.5,30,1.0,-0.0,1.0,C,1
113_2024-AM-60,EthicalLegal,Y,4,C,gpt-4o,0.0,30,1.0,-0.0,1.0,C,1
113_2024-AM-60,EthicalLegal,Y,4,C,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,C,1
113_2024-AM-60,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,C,1
113_2024-AM-60,EthicalLegal,Y,4,C,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,C,1
113_2024-AM-60,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,C,1
113_2024-AM-60,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,C,1
113_2024-AM-60,EthicalLegal,Y,4,C,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,C,1
113_2024-AM-64,EthicalLegal,Y,4,B,gpt-4o,0.0,30,1.0,-0.0,1.0,B,1
113_2024-AM-60,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,C,1
113_2024-AM-64,EthicalLegal,Y,4,B,gpt-4o,1.0,30,1.0,-0.0,1.0,B,1
113_2024-AM-64,EthicalLegal,Y,4,B,gpt-4o,1.5,30,1.0,-0.0,1.0,B,1
113_2024-AM-64,EthicalLegal,Y,4,B,gpt-4o,0.5,30,1.0,-0.0,1.0,B,1
114_2025-PM-29,EthicalLegal,Y,4,C,claude-opus-4.5,0.0,30,1.0,-0.0,0.0,A,0
113_2024-AM-64,EthicalLegal,Y,4,B,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,B,1
112_2023-AM-54,EthicalLegal,Y,4,D,gpt-4o,0.0,30,1.0,-0.0,1.0,D,1
113_2024-AM-64,EthicalLegal,Y,4,B,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,B,1
113_2024-AM-64,EthicalLegal,Y,4,B,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,B,1
113_2024-AM-64,EthicalLegal,Y,4,B,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,B,1
113_2024-AM-64,EthicalLegal,Y,4,B,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,B,1
113_2024-AM-64,EthicalLegal,Y,4,B,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,B,1
112_2023-AM-54,EthicalLegal,Y,4,D,gpt-4o,0.5,30,1.0,-0.0,1.0,D,1
113_2024-AM-64,EthicalLegal,Y,4,B,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,B,1
112_2023-AM-54,EthicalLegal,Y,4,D,gpt-4o,1.5,30,1.0,-0.0,1.0,D,1
112_2023-AM-54,EthicalLegal,Y,4,D,gpt-4o,1.0,30,1.0,-0.0,1.0,D,1
112_2023-AM-66,EthicalLegal,Y,4,D,gpt-4o,0.0,30,1.0,-0.0,1.0,D,1
112_2023-AM-54,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,D,1
112_2023-AM-54,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,D,1
112_2023-AM-54,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,D,1
112_2023-AM-54,EthicalLegal,Y,4,D,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,D,1
112_2023-AM-54,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,D,1
112_2023-AM-66,EthicalLegal,Y,4,D,gpt-4o,0.5,30,1.0,-0.0,1.0,D,1
112_2023-AM-66,EthicalLegal,Y,4,D,gpt-4o,1.0,30,1.0,-0.0,1.0,D,1
112_2023-AM-66,EthicalLegal,Y,4,D,gpt-4o,1.5,30,1.0,-0.0,1.0,D,1
112_2023-AM-54,EthicalLegal,Y,4,D,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,D,1
112_2023-AM-66,EthicalLegal,Y,4,D,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,D,1
112_2023-AM-66,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,D,1
112_2023-AM-66,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,D,1
112_2023-AM-54,EthicalLegal,Y,4,D,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,D,1
112_2023-AM-66,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,D,1
111_2022-AM-60,EthicalLegal,Y,4,C,gpt-4o,0.0,30,1.0,-0.0,1.0,C,1
111_2022-AM-60,EthicalLegal,Y,4,C,gpt-4o,1.0,30,1.0,-0.0,1.0,C,1
111_2022-AM-60,EthicalLegal,Y,4,C,gpt-4o,0.5,30,1.0,-0.0,1.0,C,1
112_2023-AM-66,EthicalLegal,Y,4,D,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,D,1
112_2023-AM-66,EthicalLegal,Y,4,D,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,D,1
111_2022-AM-60,EthicalLegal,Y,4,C,gpt-4o,1.5,30,1.0,-0.0,1.0,C,1
112_2023-AM-66,EthicalLegal,Y,4,D,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,D,1
111_2022-AM-60,EthicalLegal,Y,4,C,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,C,1
111_2022-AM-60,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,C,1
111_2022-AM-60,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,C,1
111_2022-AM-60,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,C,1
111_2022-AM-73,EthicalLegal,Y,4,A,gpt-4o,0.0,30,1.0,-0.0,1.0,A,1
111_2022-AM-73,EthicalLegal,Y,4,A,gpt-4o,0.5,30,1.0,-0.0,1.0,A,1
111_2022-AM-60,EthicalLegal,Y,4,C,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,C,1
111_2022-AM-60,EthicalLegal,Y,4,C,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,C,1
111_2022-AM-60,EthicalLegal,Y,4,C,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,C,1
111_2022-AM-73,EthicalLegal,Y,4,A,gpt-4o,1.5,30,1.0,-0.0,1.0,A,1
111_2022-AM-73,EthicalLegal,Y,4,A,gpt-4o,1.0,30,1.0,-0.0,1.0,A,1
111_2022-AM-73,EthicalLegal,Y,4,A,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,A,1
111_2022-AM-73,EthicalLegal,Y,4,A,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,A,1
111_2022-AM-73,EthicalLegal,Y,4,A,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,A,1
110_2021-AM-29,EthicalLegal,N,4,A,gpt-4o,0.0,30,1.0,-0.0,1.0,A,1
111_2022-AM-73,EthicalLegal,Y,4,A,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,A,1
111_2022-AM-73,EthicalLegal,Y,4,A,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,A,1
110_2021-AM-29,EthicalLegal,N,4,A,gpt-4o,1.0,30,1.0,-0.0,1.0,A,1
110_2021-AM-29,EthicalLegal,N,4,A,gpt-4o,0.5,30,1.0,-0.0,1.0,A,1
110_2021-AM-29,EthicalLegal,N,4,A,gpt-4o,1.5,30,1.0,-0.0,1.0,A,1
111_2022-AM-73,EthicalLegal,Y,4,A,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,A,1
110_2021-AM-29,EthicalLegal,N,4,A,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,A,1
110_2021-AM-29,EthicalLegal,N,4,A,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,A,1
110_2021-AM-29,EthicalLegal,N,4,A,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,A,1
110_2021-AM-29,EthicalLegal,N,4,A,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,A,1
110_2021-AM-29,EthicalLegal,N,4,A,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,A,1
110_2021-AM-52,EthicalLegal,N,4,B,gpt-4o,0.0,30,1.0,-0.0,1.0,B,1
110_2021-AM-29,EthicalLegal,N,4,A,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,A,1
110_2021-AM-52,EthicalLegal,N,4,B,gpt-4o,1.0,30,1.0,-0.0,1.0,B,1
110_2021-AM-52,EthicalLegal,N,4,B,gpt-4o,0.5,30,1.0,-0.0,1.0,B,1
110_2021-AM-52,EthicalLegal,N,4,B,gpt-4o,1.5,30,1.0,-0.0,1.0,B,1
111_2022-AM-73,EthicalLegal,Y,4,A,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,A,1
110_2021-AM-52,EthicalLegal,N,4,B,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,B,1
110_2021-AM-52,EthicalLegal,N,4,B,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,B,1
110_2021-AM-52,EthicalLegal,N,4,B,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,B,1
110_2021-AM-52,EthicalLegal,N,4,B,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,B,1
110_2021-AM-52,EthicalLegal,N,4,B,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,B,1
110_2021-AM-52,EthicalLegal,N,4,B,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,B,1
110_2021-AM-52,EthicalLegal,N,4,B,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,B,1
110_2021-PM-43,EthicalLegal,N,4,C,gpt-4o,0.0,30,1.0,-0.0,1.0,C,1
110_2021-PM-43,EthicalLegal,N,4,C,gpt-4o,0.5,30,1.0,-0.0,1.0,C,1
110_2021-PM-43,EthicalLegal,N,4,C,gpt-4o,1.0,30,1.0,-0.0,1.0,C,1
110_2021-PM-43,EthicalLegal,N,4,C,gpt-4o,1.5,30,1.0,-0.0,1.0,C,1
110_2021-PM-43,EthicalLegal,N,4,C,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,C,1
110_2021-PM-43,EthicalLegal,N,4,C,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,C,1
110_2021-PM-43,EthicalLegal,N,4,C,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,C,1
110_2021-PM-43,EthicalLegal,N,4,C,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,C,1
110_2021-PM-43,EthicalLegal,N,4,C,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,C,1
110_2021-PM-43,EthicalLegal,N,4,C,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,C,1
109_2020-PM-35,EthicalLegal,N,4,B,gpt-4o,0.0,30,1.0,-0.0,1.0,B,1
109_2020-PM-35,EthicalLegal,N,4,B,gpt-4o,0.5,30,1.0,-0.0,1.0,B,1
110_2021-AM-29,EthicalLegal,N,4,A,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,A,1
109_2020-PM-35,EthicalLegal,N,4,B,gpt-4o,1.0,30,1.0,-0.0,1.0,B,1
110_2021-PM-43,EthicalLegal,N,4,C,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,C,1
109_2020-PM-35,EthicalLegal,N,4,B,gpt-4o,1.5,30,1.0,-0.0,1.0,B,1
109_2020-PM-35,EthicalLegal,N,4,B,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,B,1
109_2020-PM-35,EthicalLegal,N,4,B,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,B,1
109_2020-PM-35,EthicalLegal,N,4,B,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,B,1
109_2020-PM-35,EthicalLegal,N,4,B,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,B,1
109_2020-PM-35,EthicalLegal,N,4,B,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,B,1
109_2020-PM-38,EthicalLegal,N,4,D,gpt-4o,0.0,30,1.0,-0.0,1.0,D,1
109_2020-PM-35,EthicalLegal,N,4,B,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,B,1
109_2020-PM-38,EthicalLegal,N,4,D,gpt-4o,0.5,30,1.0,-0.0,1.0,D,1
109_2020-PM-35,EthicalLegal,N,4,B,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,B,1
109_2020-PM-38,EthicalLegal,N,4,D,gpt-4o,1.5,30,1.0,-0.0,1.0,D,1
109_2020-PM-38,EthicalLegal,N,4,D,gpt-4o,1.0,30,1.0,-0.0,1.0,D,1
109_2020-PM-38,EthicalLegal,N,4,D,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,D,1
109_2020-PM-38,EthicalLegal,N,4,D,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,D,1
109_2020-PM-38,EthicalLegal,N,4,D,gemini-2.5-flash-lite,1.0,30,1.0,-0.0,1.0,D,1
109_2020-PM-38,EthicalLegal,N,4,D,claude-opus-4.5,0.5,30,1.0,-0.0,1.0,D,1
109_2020-PM-38,EthicalLegal,N,4,D,claude-opus-4.5,0.0,30,1.0,-0.0,1.0,D,1
109_2020-PM-38,EthicalLegal,N,4,D,claude-opus-4.5,1.0,30,1.0,-0.0,1.0,D,1
109_2020-PM-38,EthicalLegal,N,4,D,gemini-2.5-flash-lite,1.5,30,1.0,-0.0,1.0,D,1
109_2020-PM-60,EthicalLegal,N,4,B,gpt-4o,0.0,30,1.0,-0.0,1.0,B,1
109_2020-PM-60,EthicalLegal,N,4,B,gpt-4o,1.0,30,0.8946,0.2108,0.9667,B,1
109_2020-PM-60,EthicalLegal,N,4,B,gpt-4o,0.5,30,1.0,-0.0,1.0,B,1
109_2020-PM-60,EthicalLegal,N,4,B,gpt-4o,1.5,30,1.0,-0.0,1.0,B,1
109_2020-PM-69,EthicalLegal,N,4,B,gpt-4o,0.0,30,1.0,-0.0,1.0,B,1
109_2020-PM-60,EthicalLegal,N,4,B,gemini-2.5-flash-lite,0.5,30,1.0,-0.0,1.0,B,1
109_2020-PM-60,EthicalLegal,N,4,B,gemini-2.5-flash-lite,0.0,30,1.0,-0.0,1.0,B,1
