item_uid,category,model,temp,trial,raw_response,parsed_letter,key_letter,correct
115_2026-PM-45,EthicalLegal,claude-opus-4.5,1.0,1,2,B,B,1
115_2026-PM-72,EthicalLegal,gpt-4o,0.0,1,1,A,A,1
115_2026-PM-45,EthicalLegal,claude-opus-4.5,0.5,1,2,B,B,1
115_2026-PM-45,EthicalLegal,gemini-2.5-flash-lite,1.0,1,2,B,B,1
115_2026-PM-45,EthicalLegal,gemini-2.5-flash-lite,1.5,1,2,B,B,1
115_2026-PM-72,EthicalLegal,gpt-4o,0.5,1,1,A,A,1
115_2026-PM-72,EthicalLegal,gpt-4o,1.5,1,1,A,A,1
115_2026-PM-72,EthicalLegal,gpt-4o,1.0,1,1,A,A,1
115_2026-PM-72,EthicalLegal,gemini-2.5-flash-lite,0.0,1,1,A,A,1
115_2026-PM-72,EthicalLegal,gemini-2.5-flash-lite,0.5,1,1,A,A,1
115_2026-PM-72,EthicalLegal,claude-opus-4.5,0.5,1,1,A,A,1
115_2026-PM-72,EthicalLegal,claude-opus-4.5,0.0,1,1,A,A,1
115_2026-PM-72,EthicalLegal,gemini-2.5-flash-lite,1.0,1,1,A,A,1
115_2026-PM-72,EthicalLegal,claude-opus-4.5,1.0,1,1,A,A,1
114_2025-AM-61,EthicalLegal,gpt-4o,0.0,1,4,D,D,1
114_2025-AM-61,EthicalLegal,gpt-4o,0.5,1,4,D,D,1
115_2026-PM-72,EthicalLegal,gemini-2.5-flash-lite,1.5,1,1,A,A,1
114_2025-AM-61,EthicalLegal,gpt-4o,1.0,1,4,D,D,1
114_2025-AM-61,EthicalLegal,gpt-4o,1.5,1,4,D,D,1
114_2025-AM-61,EthicalLegal,claude-opus-4.5,0.0,1,4,D,D,1
114_2025-AM-73,EthicalLegal,gpt-4o,0.0,1,3,C,C,1
114_2025-AM-61,EthicalLegal,gemini-2.5-flash-lite,1.5,1,4,D,D,1
114_2025-AM-61,EthicalLegal,gemini-2.5-flash-lite,0.5,1,4,D,D,1
114_2025-AM-61,EthicalLegal,gemini-2.5-flash-lite,1.0,1,4,D,D,1
114_2025-AM-61,EthicalLegal,gemini-2.5-flash-lite,0.0,1,4,D,D,1
114_2025-AM-61,EthicalLegal,claude-opus-4.5,0.5,1,4,D,D,1
114_2025-AM-61,EthicalLegal,claude-opus-4.5,1.0,1,4,D,D,1
114_2025-AM-73,EthicalLegal,gpt-4o,0.5,1,3,C,C,1
114_2025-AM-73,EthicalLegal,gpt-4o,1.0,1,3,C,C,1
114_2025-AM-73,EthicalLegal,gpt-4o,1.5,1,3,C,C,1
114_2025-AM-73,EthicalLegal,gemini-2.5-flash-lite,0.0,1,3,C,C,1
114_2025-AM-73,EthicalLegal,gemini-2.5-flash-lite,0.5,1,3,C,C,1
114_2025-AM-75,EthicalLegal,gpt-4o,0.0,1,4,D,B,0
114_2025-AM-73,EthicalLegal,claude-opus-4.5,0.5,1,3,C,C,1
114_2025-AM-73,EthicalLegal,gemini-2.5-flash-lite,1.0,1,3,C,C,1
114_2025-AM-73,EthicalLegal,gemini-2.5-flash-lite,1.5,1,3,C,C,1
114_2025-AM-75,EthicalLegal,gpt-4o,1.0,1,4,D,B,0
114_2025-AM-75,EthicalLegal,gpt-4o,1.5,1,4,D,B,0
114_2025-AM-75,EthicalLegal,gpt-4o,0.5,1,4,D,B,0
114_2025-AM-73,EthicalLegal,claude-opus-4.5,0.0,1,3,C,C,1
114_2025-AM-73,EthicalLegal,claude-opus-4.5,1.0,1,3,C,C,1
114_2025-AM-75,EthicalLegal,gemini-2.5-flash-lite,0.0,1,4,D,B,0
114_2025-AM-75,EthicalLegal,gemini-2.5-flash-lite,0.5,1,4,D,B,0
114_2025-AM-75,EthicalLegal,gemini-2.5-flash-lite,1.0,1,4,D,B,0
114_2025-PM-29,EthicalLegal,gpt-4o,0.0,1,3,C,C,1
114_2025-AM-75,EthicalLegal,claude-opus-4.5,0.0,1,2,B,B,1
114_2025-PM-29,EthicalLegal,gpt-4o,0.5,1,3,C,C,1
114_2025-AM-75,EthicalLegal,gemini-2.5-flash-lite,1.5,1,4,D,B,0
114_2025-AM-75,EthicalLegal,claude-opus-4.5,1.0,1,2,B,B,1
114_2025-AM-75,EthicalLegal,claude-opus-4.5,0.5,1,2,B,B,1
114_2025-PM-29,EthicalLegal,gpt-4o,1.5,1,3,C,C,1
114_2025-PM-29,EthicalLegal,gpt-4o,1.0,1,3,C,C,1
113_2024-AM-53,EthicalLegal,gpt-4o,0.0,1,4,D,D,1
114_2025-PM-29,EthicalLegal,claude-opus-4.5,0.5,1,1,A,C,0
114_2025-PM-29,EthicalLegal,gemini-2.5-flash-lite,0.5,1,3,C,C,1
114_2025-PM-29,EthicalLegal,gemini-2.5-flash-lite,0.0,1,3,C,C,1
114_2025-PM-29,EthicalLegal,gemini-2.5-flash-lite,1.0,1,3,C,C,1
114_2025-PM-29,EthicalLegal,gemini-2.5-flash-lite,1.5,1,3,C,C,1
114_2025-PM-29,EthicalLegal,claude-opus-4.5,1.0,1,1,A,C,0
113_2024-AM-53,EthicalLegal,gpt-4o,0.5,1,4,D,D,1
113_2024-AM-53,EthicalLegal,gpt-4o,1.5,1,4,D,D,1
113_2024-AM-53,EthicalLegal,gpt-4o,1.0,1,4,D,D,1
113_2024-AM-53,EthicalLegal,claude-opus-4.5,0.0,1,4,D,D,1
113_2024-AM-53,EthicalLegal,gemini-2.5-flash-lite,0.5,1,4,D,D,1
113_2024-AM-53,EthicalLegal,gemini-2.5-flash-lite,0.0,1,4,D,D,1
113_2024-AM-53,EthicalLegal,gemini-2.5-flash-lite,1.0,1,4,D,D,1
113_2024-AM-53,EthicalLegal,gemini-2.5-flash-lite,1.5,1,4,D,D,1
113_2024-AM-53,EthicalLegal,claude-opus-4.5,0.5,1,4,D,D,1
113_2024-AM-53,EthicalLegal,claude-opus-4.5,1.0,1,4,D,D,1
113_2024-AM-58,EthicalLegal,gpt-4o,0.0,1,4,D,D,1
113_2024-AM-58,EthicalLegal,gpt-4o,1.0,1,4,D,D,1
113_2024-AM-58,EthicalLegal,gpt-4o,1.5,1,4,D,D,1
113_2024-AM-58,EthicalLegal,gpt-4o,0.5,1,4,D,D,1
113_2024-AM-58,EthicalLegal,claude-opus-4.5,0.0,1,4,D,D,1
113_2024-AM-58,EthicalLegal,claude-opus-4.5,0.5,1,4,D,D,1
113_2024-AM-58,EthicalLegal,gemini-2.5-flash-lite,1.0,1,4,D,D,1
113_2024-AM-58,EthicalLegal,gemini-2.5-flash-lite,0.0,1,4,D,D,1
113_2024-AM-58,EthicalLegal,gemini-2.5-flash-lite,0.5,1,4,D,D,1
113_2024-AM-58,EthicalLegal,claude-opus-4.5,1.0,1,4,D,D,1
113_2024-AM-58,EthicalLegal,gemini-2.5-flash-lite,1.5,1,4,D,D,1
113_2024-AM-60,EthicalLegal,gpt-4o,1.0,1,3,C,C,1
113_2024-AM-60,EthicalLegal,gpt-4o,1.5,1,3,C,C,1
113_2024-AM-60,EthicalLegal,gpt-4o,0.5,1,3,C,C,1
113_2024-AM-60,EthicalLegal,gpt-4o,0.0,1,3,C,C,1
113_2024-AM-60,EthicalLegal,claude-opus-4.5,0.5,1,3,C,C,1
113_2024-AM-60,EthicalLegal,gemini-2.5-flash-lite,0.0,1,3,C,C,1
113_2024-AM-60,EthicalLegal,claude-opus-4.5,0.0,1,3,C,C,1
113_2024-AM-60,EthicalLegal,gemini-2.5-flash-lite,0.5,1,3,C,C,1
113_2024-AM-60,EthicalLegal,gemini-2.5-flash-lite,1.0,1,3,C,C,1
113_2024-AM-60,EthicalLegal,claude-opus-4.5,1.0,1,3,C,C,1
113_2024-AM-64,EthicalLegal,gpt-4o,0.0,1,2,B,B,1
113_2024-AM-60,EthicalLegal,gemini-2.5-flash-lite,1.5,1,3,C,C,1
113_2024-AM-64,EthicalLegal,gpt-4o,1.0,1,2,B,B,1
113_2024-AM-64,EthicalLegal,gpt-4o,1.5,1,2,B,B,1
113_2024-AM-64,EthicalLegal,gpt-4o,0.5,1,2,B,B,1
114_2025-PM-29,EthicalLegal,claude-opus-4.5,0.0,1,1,A,C,0
113_2024-AM-64,EthicalLegal,claude-opus-4.5,0.5,1,2,B,B,1
112_2023-AM-54,EthicalLegal,gpt-4o,0.0,1,4,D,D,1
113_2024-AM-64,EthicalLegal,gemini-2.5-flash-lite,0.0,1,2,B,B,1
113_2024-AM-64,EthicalLegal,gemini-2.5-flash-lite,0.5,1,2,B,B,1
113_2024-AM-64,EthicalLegal,claude-opus-4.5,1.0,1,2,B,B,1
113_2024-AM-64,EthicalLegal,gemini-2.5-flash-lite,1.0,1,2,B,B,1
113_2024-AM-64,EthicalLegal,claude-opus-4.5,0.0,1,2,B,B,1
112_2023-AM-54,EthicalLegal,gpt-4o,0.5,1,4,D,D,1
113_2024-AM-64,EthicalLegal,gemini-2.5-flash-lite,1.5,1,2,B,B,1
112_2023-AM-54,EthicalLegal,gpt-4o,1.5,1,4,D,D,1
112_2023-AM-54,EthicalLegal,gpt-4o,1.0,1,4,D,D,1
112_2023-AM-66,EthicalLegal,gpt-4o,0.0,1,4,D,D,1
112_2023-AM-54,EthicalLegal,gemini-2.5-flash-lite,0.0,1,4,D,D,1
112_2023-AM-54,EthicalLegal,gemini-2.5-flash-lite,1.0,1,4,D,D,1
112_2023-AM-54,EthicalLegal,gemini-2.5-flash-lite,0.5,1,4,D,D,1
112_2023-AM-54,EthicalLegal,claude-opus-4.5,0.5,1,4,D,D,1
112_2023-AM-54,EthicalLegal,gemini-2.5-flash-lite,1.5,1,4,D,D,1
112_2023-AM-66,EthicalLegal,gpt-4o,0.5,1,4,D,D,1
112_2023-AM-66,EthicalLegal,gpt-4o,1.0,1,4,D,D,1
112_2023-AM-66,EthicalLegal,gpt-4o,1.5,1,4,D,D,1
112_2023-AM-54,EthicalLegal,claude-opus-4.5,0.0,1,4,D,D,1
112_2023-AM-66,EthicalLegal,claude-opus-4.5,0.5,1,4,D,D,1
112_2023-AM-66,EthicalLegal,gemini-2.5-flash-lite,0.5,1,4,D,D,1
112_2023-AM-66,EthicalLegal,gemini-2.5-flash-lite,0.0,1,4,D,D,1
112_2023-AM-54,EthicalLegal,claude-opus-4.5,1.0,1,4,D,D,1
112_2023-AM-66,EthicalLegal,gemini-2.5-flash-lite,1.0,1,4,D,D,1
111_2022-AM-60,EthicalLegal,gpt-4o,0.0,1,3,C,C,1
111_2022-AM-60,EthicalLegal,gpt-4o,1.0,1,3,C,C,1
111_2022-AM-60,EthicalLegal,gpt-4o,0.5,1,3,C,C,1
112_2023-AM-66,EthicalLegal,gemini-2.5-flash-lite,1.5,1,4,D,D,1
112_2023-AM-66,EthicalLegal,claude-opus-4.5,0.0,1,4,D,D,1
111_2022-AM-60,EthicalLegal,gpt-4o,1.5,1,3,C,C,1
112_2023-AM-66,EthicalLegal,claude-opus-4.5,1.0,1,4,D,D,1
111_2022-AM-60,EthicalLegal,claude-opus-4.5,0.0,1,3,C,C,1
111_2022-AM-60,EthicalLegal,gemini-2.5-flash-lite,0.5,1,3,C,C,1
111_2022-AM-60,EthicalLegal,gemini-2.5-flash-lite,0.0,1,3,C,C,1
111_2022-AM-60,EthicalLegal,gemini-2.5-flash-lite,1.0,1,3,C,C,1
111_2022-AM-73,EthicalLegal,gpt-4o,0.0,1,1,A,A,1
111_2022-AM-73,EthicalLegal,gpt-4o,0.5,1,1,A,A,1
111_2022-AM-60,EthicalLegal,gemini-2.5-flash-lite,1.5,1,3,C,C,1
111_2022-AM-60,EthicalLegal,claude-opus-4.5,0.5,1,3,C,C,1
111_2022-AM-60,EthicalLegal,claude-opus-4.5,1.0,1,3,C,C,1
111_2022-AM-73,EthicalLegal,gpt-4o,1.5,1,1,A,A,1
111_2022-AM-73,EthicalLegal,gpt-4o,1.0,1,1,A,A,1
111_2022-AM-73,EthicalLegal,gemini-2.5-flash-lite,0.5,1,1,A,A,1
111_2022-AM-73,EthicalLegal,gemini-2.5-flash-lite,0.0,1,1,A,A,1
111_2022-AM-73,EthicalLegal,claude-opus-4.5,0.0,1,1,A,A,1
110_2021-AM-29,EthicalLegal,gpt-4o,0.0,1,1,A,A,1
111_2022-AM-73,EthicalLegal,gemini-2.5-flash-lite,1.5,1,1,A,A,1
111_2022-AM-73,EthicalLegal,gemini-2.5-flash-lite,1.0,1,1,A,A,1
110_2021-AM-29,EthicalLegal,gpt-4o,1.0,1,1,A,A,1
110_2021-AM-29,EthicalLegal,gpt-4o,0.5,1,1,A,A,1
110_2021-AM-29,EthicalLegal,gpt-4o,1.5,1,1,A,A,1
111_2022-AM-73,EthicalLegal,claude-opus-4.5,0.5,1,1,A,A,1
110_2021-AM-29,EthicalLegal,gemini-2.5-flash-lite,1.5,1,1,A,A,1
110_2021-AM-29,EthicalLegal,gemini-2.5-flash-lite,0.0,1,1,A,A,1
110_2021-AM-29,EthicalLegal,gemini-2.5-flash-lite,0.5,1,1,A,A,1
110_2021-AM-29,EthicalLegal,gemini-2.5-flash-lite,1.0,1,1,A,A,1
110_2021-AM-29,EthicalLegal,claude-opus-4.5,0.5,1,1,A,A,1
110_2021-AM-52,EthicalLegal,gpt-4o,0.0,1,2,B,B,1
110_2021-AM-29,EthicalLegal,claude-opus-4.5,0.0,1,1,A,A,1
110_2021-AM-52,EthicalLegal,gpt-4o,1.0,1,2,B,B,1
110_2021-AM-52,EthicalLegal,gpt-4o,0.5,1,2,B,B,1
110_2021-AM-52,EthicalLegal,gpt-4o,1.5,1,2,B,B,1
111_2022-AM-73,EthicalLegal,claude-opus-4.5,1.0,1,1,A,A,1
110_2021-AM-52,EthicalLegal,claude-opus-4.5,0.0,1,2,B,B,1
110_2021-AM-52,EthicalLegal,gemini-2.5-flash-lite,0.0,1,2,B,B,1
110_2021-AM-52,EthicalLegal,gemini-2.5-flash-lite,0.5,1,2,B,B,1
110_2021-AM-52,EthicalLegal,gemini-2.5-flash-lite,1.0,1,2,B,B,1
110_2021-AM-52,EthicalLegal,claude-opus-4.5,1.0,1,2,B,B,1
110_2021-AM-52,EthicalLegal,claude-opus-4.5,0.5,1,2,B,B,1
110_2021-AM-52,EthicalLegal,gemini-2.5-flash-lite,1.5,1,2,B,B,1
110_2021-PM-43,EthicalLegal,gpt-4o,0.0,1,3,C,C,1
110_2021-PM-43,EthicalLegal,gpt-4o,0.5,1,3,C,C,1
110_2021-PM-43,EthicalLegal,gpt-4o,1.0,1,3,C,C,1
110_2021-PM-43,EthicalLegal,gpt-4o,1.5,1,3,C,C,1
110_2021-PM-43,EthicalLegal,claude-opus-4.5,0.5,1,3,C,C,1
110_2021-PM-43,EthicalLegal,claude-opus-4.5,0.0,1,3,C,C,1
110_2021-PM-43,EthicalLegal,gemini-2.5-flash-lite,1.0,1,3,C,C,1
110_2021-PM-43,EthicalLegal,gemini-2.5-flash-lite,0.5,1,3,C,C,1
110_2021-PM-43,EthicalLegal,gemini-2.5-flash-lite,0.0,1,3,C,C,1
110_2021-PM-43,EthicalLegal,gemini-2.5-flash-lite,1.5,1,3,C,C,1
109_2020-PM-35,EthicalLegal,gpt-4o,0.0,1,2,B,B,1
109_2020-PM-35,EthicalLegal,gpt-4o,0.5,1,2,B,B,1
110_2021-AM-29,EthicalLegal,claude-opus-4.5,1.0,1,1,A,A,1
109_2020-PM-35,EthicalLegal,gpt-4o,1.0,1,2,B,B,1
110_2021-PM-43,EthicalLegal,claude-opus-4.5,1.0,1,3,C,C,1
109_2020-PM-35,EthicalLegal,gpt-4o,1.5,1,2,B,B,1
109_2020-PM-35,EthicalLegal,claude-opus-4.5,0.5,1,2,B,B,1
109_2020-PM-35,EthicalLegal,claude-opus-4.5,1.0,1,2,B,B,1
109_2020-PM-35,EthicalLegal,gemini-2.5-flash-lite,1.0,1,2,B,B,1
109_2020-PM-35,EthicalLegal,gemini-2.5-flash-lite,0.5,1,2,B,B,1
109_2020-PM-35,EthicalLegal,gemini-2.5-flash-lite,0.0,1,2,B,B,1
109_2020-PM-38,EthicalLegal,gpt-4o,0.0,1,4,D,D,1
109_2020-PM-35,EthicalLegal,claude-opus-4.5,0.0,1,2,B,B,1
109_2020-PM-38,EthicalLegal,gpt-4o,0.5,1,4,D,D,1
109_2020-PM-35,EthicalLegal,gemini-2.5-flash-lite,1.5,1,2,B,B,1
109_2020-PM-38,EthicalLegal,gpt-4o,1.5,1,4,D,D,1
109_2020-PM-38,EthicalLegal,gpt-4o,1.0,1,4,D,D,1
109_2020-PM-38,EthicalLegal,gemini-2.5-flash-lite,0.5,1,4,D,D,1
109_2020-PM-38,EthicalLegal,gemini-2.5-flash-lite,0.0,1,4,D,D,1
109_2020-PM-38,EthicalLegal,gemini-2.5-flash-lite,1.0,1,4,D,D,1
109_2020-PM-38,EthicalLegal,claude-opus-4.5,0.5,1,4,D,D,1
109_2020-PM-38,EthicalLegal,claude-opus-4.5,0.0,1,4,D,D,1
109_2020-PM-38,EthicalLegal,claude-opus-4.5,1.0,1,4,D,D,1
109_2020-PM-38,EthicalLegal,gemini-2.5-flash-lite,1.5,1,4,D,D,1
109_2020-PM-60,EthicalLegal,gpt-4o,0.0,1,2,B,B,1
109_2020-PM-60,EthicalLegal,gpt-4o,1.0,1,2,B,B,1
109_2020-PM-60,EthicalLegal,gpt-4o,0.5,1,2,B,B,1
109_2020-PM-60,EthicalLegal,gpt-4o,1.5,1,2,B,B,1
109_2020-PM-69,EthicalLegal,gpt-4o,0.0,1,2,B,B,1
109_2020-PM-60,EthicalLegal,gemini-2.5-flash-lite,0.5,1,2,B,B,1
109_2020-PM-60,EthicalLegal,gemini-2.5-flash-lite,0.0,1,2,B,B,1
109_2020-PM-60,EthicalLegal,gemini-2.5-flash-lite,1.0,1,2,B,B,1
109_2020-PM-60,EthicalLegal,gemini-2.5-flash-lite,1.5,1,2,B,B,1
109_2020-PM-69,EthicalLegal,gpt-4o,0.5,1,2,B,B,1
109_2020-PM-69,EthicalLegal,gpt-4o,1.0,1,2,B,B,1
109_2020-PM-69,EthicalLegal,gpt-4o,1.5,1,2,B,B,1
109_2020-PM-60,EthicalLegal,claude-opus-4.5,1.0,1,2,B,B,1
109_2020-PM-69,EthicalLegal,gemini-2.5-flash-lite,0.0,1,3,C,B,0
109_2020-PM-69,EthicalLegal,claude-opus-4.5,0.0,1,2,B,B,1
109_2020-PM-69,EthicalLegal,gemini-2.5-flash-lite,1.0,1,3,C,B,0
109_2020-PM-69,EthicalLegal,gemini-2.5-flash-lite,0.5,1,3,C,B,0
109_2020-PM-69,EthicalLegal,claude-opus-4.5,0.5,1,2,B,B,1
108_2019-AM-59,EthicalLegal,gpt-4o,0.0,1,1,A,A,1
109_2020-PM-69,EthicalLegal,gemini-2.5-flash-lite,1.5,1,4,D,B,0
109_2020-PM-60,EthicalLegal,claude-opus-4.5,0.5,1,2,B,B,1
108_2019-AM-59,EthicalLegal,gpt-4o,0.5,1,1,A,A,1
108_2019-AM-59,EthicalLegal,gpt-4o,1.0,1,1,A,A,1
108_2019-AM-59,EthicalLegal,gemini-2.5-flash-lite,0.0,1,1,A,A,1
108_2019-AM-59,EthicalLegal,gpt-4o,1.5,1,1,A,A,1
108_2019-AM-59,EthicalLegal,gemini-2.5-flash-lite,0.5,1,1,A,A,1
108_2019-AM-63,EthicalLegal,gpt-4o,0.0,1,3,C,C,1
108_2019-AM-59,EthicalLegal,gemini-2.5-flash-lite,1.0,1,1,A,A,1
108_2019-AM-59,EthicalLegal,claude-opus-4.5,0.0,1,1,A,A,1
108_2019-AM-59,EthicalLegal,gemini-2.5-flash-lite,1.5,1,1,A,A,1
108_2019-AM-59,EthicalLegal,claude-opus-4.5,0.5,1,1,A,A,1
108_2019-AM-63,EthicalLegal,gpt-4o,0.5,1,3,C,C,1
108_2019-AM-63,EthicalLegal,gpt-4o,1.0,1,3,C,C,1
108_2019-AM-63,EthicalLegal,gpt-4o,1.5,1,3,C,C,1
108_2019-AM-63,EthicalLegal,claude-opus-4.5,0.5,1,3,C,C,1
108_2019-AM-63,EthicalLegal,claude-opus-4.5,0.0,1,3,C,C,1
108_2019-AM-63,EthicalLegal,gemini-2.5-flash-lite,0.0,1,3,C,C,1
108_2019-AM-63,EthicalLegal,gemini-2.5-flash-lite,0.5,1,3,C,C,1
108_2019-AM-63,EthicalLegal,gemini-2.5-flash-lite,1.0,1,3,C,C,1
108_2019-AM-63,EthicalLegal,claude-opus-4.5,1.0,1,3,C,C,1
108_2019-PM-48,EthicalLegal,gpt-4o,0.5,1,4,D,D,1
108_2019-PM-48,EthicalLegal,gpt-4o,0.0,1,4,D,D,1
108_2019-AM-63,EthicalLegal,gemini-2.5-flash-lite,1.5,1,3,C,C,1
108_2019-PM-48,EthicalLegal,gpt-4o,1.0,1,4,D,D,1
108_2019-AM-59,EthicalLegal,claude-opus-4.5,1.0,1,1,A,A,1
108_2019-PM-48,EthicalLegal,gpt-4o,1.5,1,4,D,D,1
108_2019-PM-48,EthicalLegal,claude-opus-4.5,0.0,1,4,D,D,1
108_2019-PM-48,EthicalLegal,claude-opus-4.5,1.0,1,4,D,D,1
108_2019-PM-48,EthicalLegal,gemini-2.5-flash-lite,0.5,1,4,D,D,1
108_2019-PM-48,EthicalLegal,gemini-2.5-flash-lite,0.0,1,4,D,D,1
108_2019-PM-48,EthicalLegal,claude-opus-4.5,0.5,1,4,D,D,1
108_2019-PM-48,EthicalLegal,gemini-2.5-flash-lite,1.0,1,4,D,D,1
108_2019-PM-70,EthicalLegal,gpt-4o,0.0,1,4,D,D,1
108_2019-PM-70,EthicalLegal,gpt-4o,0.5,1,4,D,D,1
108_2019-PM-48,EthicalLegal,gemini-2.5-flash-lite,1.5,1,4,D,D,1
108_2019-PM-70,EthicalLegal,gpt-4o,1.0,1,4,D,D,1
108_2019-PM-70,EthicalLegal,gpt-4o,1.5,1,4,D,D,1
108_2019-PM-70,EthicalLegal,gemini-2.5-flash-lite,0.5,1,4,D,D,1
108_2019-PM-70,EthicalLegal,gemini-2.5-flash-lite,0.0,1,4,D,D,1
108_2019-PM-70,EthicalLegal,claude-opus-4.5,0.5,1,4,D,D,1
108_2019-PM-70,EthicalLegal,gemini-2.5-flash-lite,1.0,1,4,D,D,1
108_2019-PM-70,EthicalLegal,claude-opus-4.5,1.0,1,4,D,D,1
108_2019-PM-70,EthicalLegal,claude-opus-4.5,0.0,1,4,D,D,1
107_2018-AM-32,EthicalLegal,gpt-4o,1.0,1,1,A,A,1
107_2018-AM-32,EthicalLegal,gpt-4o,1.5,1,1,A,A,1
107_2018-AM-32,EthicalLegal,gpt-4o,0.0,1,1,A,A,1
108_2019-PM-70,EthicalLegal,gemini-2.5-flash-lite,1.5,1,4,D,D,1
107_2018-AM-32,EthicalLegal,gpt-4o,0.5,1,1,A,A,1
107_2018-AM-32,EthicalLegal,claude-opus-4.5,0.0,1,1,A,A,1
107_2018-AM-32,EthicalLegal,gemini-2.5-flash-lite,0.5,1,1,A,A,1
107_2018-AM-32,EthicalLegal,gemini-2.5-flash-lite,1.0,1,1,A,A,1
107_2018-AM-32,EthicalLegal,gemini-2.5-flash-lite,0.0,1,1,A,A,1
109_2020-PM-69,EthicalLegal,claude-opus-4.5,1.0,1,2,B,B,1
107_2018-AM-60,EthicalLegal,gpt-4o,0.5,1,1,A,A,1
109_2020-PM-60,EthicalLegal,claude-opus-4.5,0.0,1,2,B,B,1
107_2018-AM-60,EthicalLegal,gpt-4o,0.0,1,1,A,A,1
107_2018-AM-32,EthicalLegal,gemini-2.5-flash-lite,1.5,1,1,A,A,1
107_2018-AM-60,EthicalLegal,gpt-4o,1.0,1,1,A,A,1
107_2018-AM-32,EthicalLegal,claude-opus-4.5,0.5,1,1,A,A,1
107_2018-AM-60,EthicalLegal,gpt-4o,1.5,1,1,A,A,1
107_2018-AM-32,EthicalLegal,claude-opus-4.5,1.0,1,1,A,A,1
107_2018-AM-78,EthicalLegal,gpt-4o,0.0,1,3,C,C,1
107_2018-AM-60,EthicalLegal,gemini-2.5-flash-lite,0.5,1,1,A,A,1
107_2018-AM-60,EthicalLegal,gemini-2.5-flash-lite,1.5,1,1,A,A,1
107_2018-AM-60,EthicalLegal,gemini-2.5-flash-lite,1.0,1,1,A,A,1
107_2018-AM-60,EthicalLegal,claude-opus-4.5,0.5,1,1,A,A,1
107_2018-AM-60,EthicalLegal,claude-opus-4.5,0.0,1,1,A,A,1
107_2018-AM-60,EthicalLegal,claude-opus-4.5,1.0,1,1,A,A,1
107_2018-AM-78,EthicalLegal,gpt-4o,0.5,1,3,C,C,1
107_2018-AM-78,EthicalLegal,gpt-4o,1.0,1,3,C,C,1
107_2018-AM-78,EthicalLegal,gpt-4o,1.5,1,3電子テ ýerine，供Vo toro,C,C,1
107_2018-AM-60,EthicalLegal,gemini-2.5-flash-lite,0.0,1,1,A,A,1
107_2018-AM-78,EthicalLegal,gemini-2.5-flash-lite,0.0,1,3,C,C,1
107_2018-AM-78,EthicalLegal,gemini-2.5-flash-lite,1.0,1,3,C,C,1
107_2018-AM-78,EthicalLegal,gemini-2.5-flash-lite,0.5,1,3,C,C,1
115_2026-AM-59,Priority,gpt-4o,0.0,1,3,C,C,1
115_2026-AM-59,Priority,gpt-4o,0.5,1,3,C,C,1
