question_id,category,model,model_name,temperature,trial,response,intended_answer,correct,is_valid
A-02,Knowledge,claude,claude-opus-4-5,0.0,8,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,9,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,10,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,11,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,12,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,13,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,14,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,15,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,16,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,17,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,18,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,19,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,20,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,21,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,22,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,23,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,24,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,25,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,26,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,27,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,28,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,29,B,B,1,True
A-02,Knowledge,claude,claude-opus-4-5,0.0,30,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,1,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,2,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,3,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,4,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,5,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,6,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,7,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,8,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,9,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,10,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,11,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,12,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,13,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,14,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,15,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,16,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,17,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,18,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,19,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,20,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,21,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,22,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,23,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,24,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,25,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,26,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,27,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,28,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,29,B,B,1,True
A-03,Knowledge,claude,claude-opus-4-5,0.0,30,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,1,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,2,API_RATE_LIMITED,B,0,False
A-04,Knowledge,claude,claude-opus-4-5,0.0,3,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,4,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,5,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,6,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,7,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,8,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,9,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,10,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,11,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,12,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,13,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,14,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,15,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,16,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,17,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,18,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,19,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,20,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,21,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,22,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,23,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,24,API_RATE_LIMITED,B,0,False
A-04,Knowledge,claude,claude-opus-4-5,0.0,25,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,26,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,27,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,28,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,29,B,B,1,True
A-04,Knowledge,claude,claude-opus-4-5,0.0,30,B,B,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,1,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,2,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,3,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,4,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,5,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,6,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,7,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,8,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,9,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,10,API_RATE_LIMITED,A,0,False
A-05,Knowledge,claude,claude-opus-4-5,0.0,11,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,12,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,13,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,14,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,15,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,16,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,17,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,18,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,19,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,20,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,21,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,22,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,23,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,24,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,25,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,26,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,27,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,28,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,29,A,A,1,True
A-05,Knowledge,claude,claude-opus-4-5,0.0,30,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,1,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,2,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,3,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,4,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,5,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,6,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,7,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,8,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,9,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,10,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,11,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,12,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,13,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,14,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,15,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,16,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,17,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,18,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,19,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,20,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,21,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,22,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,23,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,24,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,25,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,26,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,27,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,28,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,29,A,A,1,True
A-06,Knowledge,claude,claude-opus-4-5,0.0,30,A,A,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,1,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,2,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,3,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,4,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,5,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,6,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,7,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,8,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,9,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,10,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,11,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,12,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,13,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,14,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,15,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,16,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,17,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,18,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,19,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,20,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,21,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,22,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,23,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,24,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,25,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,26,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,27,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,28,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,29,B,B,1,True
A-07,Knowledge,claude,claude-opus-4-5,0.0,30,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,1,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,2,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,3,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,4,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,5,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,6,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,7,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,8,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,9,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,10,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,11,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,12,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,13,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,14,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,15,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,16,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,17,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,18,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,19,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,20,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,21,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,22,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,23,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,24,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,25,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,26,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,27,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,28,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,29,B,B,1,True
A-08,Knowledge,claude,claude-opus-4-5,0.0,30,B,B,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,1,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,2,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,3,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,4,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,5,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,6,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,7,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,8,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,9,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,10,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,11,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,12,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,13,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,14,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,15,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,16,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,17,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,18,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,19,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,20,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,21,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,22,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,23,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,24,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,25,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,26,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,27,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,28,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,29,A,A,1,True
A-09,Knowledge,claude,claude-opus-4-5,0.0,30,A,A,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,1,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,2,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,3,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,4,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,5,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,6,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,7,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,8,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,9,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,10,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,11,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,12,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,13,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,14,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,15,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,16,API_RATE_LIMITED,B,0,False
A-10,Knowledge,claude,claude-opus-4-5,0.0,17,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,18,API_RATE_LIMITED,B,0,False
A-10,Knowledge,claude,claude-opus-4-5,0.0,19,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,20,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,21,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,22,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,23,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,24,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,25,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,26,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,27,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,28,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,29,B,B,1,True
A-10,Knowledge,claude,claude-opus-4-5,0.0,30,B,B,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,1,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,2,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,3,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,4,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,5,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,6,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,7,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,8,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,9,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,10,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,11,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,12,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,13,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,14,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,15,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,16,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,17,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,18,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,19,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,20,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,21,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,22,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,23,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,24,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,25,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,26,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,27,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,28,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,29,A,A,1,True
B-01,Ethical,claude,claude-opus-4-5,0.0,30,API_RATE_LIMITED,A,0,False
B-02,Ethical,claude,claude-opus-4-5,0.0,1,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,2,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,3,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,4,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,5,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,6,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,7,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,8,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,9,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,10,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,11,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,12,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,13,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,14,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,15,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,16,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,17,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,18,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,19,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,20,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,21,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,22,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,23,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,24,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,25,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,26,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,27,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,28,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,29,B,B,1,True
B-02,Ethical,claude,claude-opus-4-5,0.0,30,B,B,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,1,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,2,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,3,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,4,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,5,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,6,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,7,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,8,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,9,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,10,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,11,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,12,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,13,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,14,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,15,C,C,1,True
B-03,Ethical,claude,claude-opus-4-5,0.0,16,C,C,1,True
